"station_id","obsTime","ELEV","WDIR","WDSD","TEMP","HUMD","PRES","SUN","H_24R","H_FX","H_XD","H_FXT","D_TX","D_TXT","D_TN","D_TNT"
"C0E540","2019-09-25 21:00:00","32.000","44.000","1.800","23.600","0.690","1014.200","","0.000","-99.000","-99.000","-99.000","29.100","","21.000",""
"C0W170","2019-09-25 21:00:00","42.000","69.000","4.000","23.800","0.670","1014.200","","0.000","9.200","61.000","","25.600","","22.900",""
"C0Z150","2019-09-25 21:00:00","27.000","243.000","0.400","24.000","0.840","1017.200","","0.000","-99.000","-99.000","-99.000","26.300","","22.100",""
"C0S840","2019-09-25 21:00:00","22.000","301.000","1.400","23.900","0.890","1017.600","","0.500","-99.000","-99.000","-99.000","28.300","","22.600",""
"C0H9A0","2019-09-25 21:00:00","1595.000","230.000","0.600","15.500","0.990","850.900","","0.000","-99.000","-99.000","-99.000","25.200","","13.200",""
"C0Z300","2019-09-25 21:00:00","182.000","94.000","1.000","22.900","0.960","1000.100","","0.000","-99.000","-99.000","-99.000","26.700","","20.900",""
"C0G730","2019-09-25 21:00:00","27.000","16.000","2.900","24.500","0.780","1014.500","","0.000","-99.000","-99.000","-99.000","28.800","","21.500",""
"C0V730","2019-09-25 21:00:00","33.000","0.000","0.200","28.500","0.620","1013.400","","0.000","-99.000","-99.000","-99.000","31.300","","24.300",""
"C0AI00","2019-09-25 21:00:00","188.000","40.000","0.900","22.300","0.790","997.300","","0.000","-99.000","-99.000","-99.000","29.000","","21.100",""
"C0T9M0","2019-09-25 21:00:00","92.000","308.000","2.300","21.800","0.960","1010.400","","3.000","-99.000","-99.000","-99.000","26.700","","21.400",""
"C0K430","2019-09-25 21:00:00","30.000","352.000","1.400","24.200","0.780","1014.300","","0.000","-99.000","-99.000","-99.000","29.900","","21.300",""
"C0Z170","2019-09-25 21:00:00","199.000","277.000","0.300","23.000","0.850","998.500","","0.000","-99.000","-99.000","-99.000","26.400","","21.500",""
"C0Z100","2019-09-25 21:00:00","36.000","0.000","0.000","22.700","0.940","1017.200","","0.000","-99.000","-99.000","-99.000","27.500","","21.900",""
"C0U710","2019-09-25 21:00:00","1942.000","0.000","0.100","10.400","0.990","813.200","","0.000","-99.000","-99.000","-99.000","14.200","","10.400",""
"C0SA30","2019-09-25 21:00:00","92.000","341.000","1.200","24.000","0.740","1009.300","","0.000","-99.000","-99.000","-99.000","26.600","","22.400",""
"C0V500","2019-09-25 21:00:00","6.000","0.000","0.000","27.700","0.710","1014.700","","0.000","-99.000","-99.000","-99.000","29.700","","25.800",""
"C0V350","2019-09-25 21:00:00","36.000","269.000","1.300","24.400","0.840","1013.600","","0.000","-99.000","-99.000","-99.000","32.800","","22.200",""
"C0W120","2019-09-25 21:00:00","58.000","18.000","8.800","24.200","0.770","1010.900","","0.000","14.700","7.000","","25.900","","23.700",""
"C0R470","2019-09-25 21:00:00","103.000","139.000","1.000","26.900","0.780","1005.400","","0.000","-99.000","-99.000","-99.000","32.300","","23.300",""
"C0M770","2019-09-25 21:00:00","164.000","214.000","0.400","23.500","0.930","997.700","","0.000","-99.000","-99.000","-99.000","30.400","","21.700",""
"C0S930","2019-09-25 21:00:00","248.000","231.000","1.200","23.000","0.810","991.300","","0.000","-99.000","-99.000","-99.000","27.000","","20.600",""
"C0F9Y0","2019-09-25 21:00:00","3313.000","214.000","2.500","7.100","0.760","691.300","","0.000","-99.000","-99.000","-99.000","15.900","","6.000",""
"C0E790","2019-09-25 21:00:00","344.000","132.000","0.900","22.600","0.860","977.400","","0.000","-99.000","-99.000","-99.000","29.400","","20.700",""
"C0O810","2019-09-25 21:00:00","161.000","37.000","0.700","23.000","0.990","1001.300","","0.000","-99.000","-99.000","-99.000","31.600","","21.600",""
"C0R520","2019-09-25 21:00:00","18.000","152.000","1.300","27.100","0.740","1014.600","","0.000","-99.000","-99.000","-99.000","32.200","","23.800",""
"C0G880","2019-09-25 21:00:00","92.000","13.000","0.300","24.200","0.780","1007.000","","0.000","-99.000","-99.000","-99.000","31.000","","21.700",""
"C0X270","2019-09-25 21:00:00","33.000","6.000","0.500","23.400","0.850","1014.000","","0.000","-99.000","-99.000","-99.000","32.400","","21.000",""
"C0R260","2019-09-25 21:00:00","76.000","0.000","0.000","23.700","0.950","1008.100","","3.500","-99.000","-99.000","-99.000","31.800","","22.100",""
"C0U950","2019-09-25 21:00:00","1012.000","68.000","5.200","15.800","0.920","908.800","","0.000","-99.000","-99.000","-99.000","18.900","","15.000",""
"C0O860","2019-09-25 21:00:00","38.000","334.000","0.700","25.200","0.860","1011.900","","0.000","-99.000","-99.000","-99.000","32.300","","22.600",""
"C0S980","2019-09-25 21:00:00","901.000","279.000","1.200","18.400","1.000","918.600","","0.000","-99.000","-99.000","-99.000","21.100","","17.200",""
"C0X110","2019-09-25 21:00:00","20.000","54.000","2.100","27.000","0.660","1014.500","","0.000","-99.000","-99.000","-99.000","30.900","","24.900",""
"C0V310","2019-09-25 21:00:00","46.000","337.000","0.600","24.900","0.810","1010.300","","0.000","-99.000","-99.000","-99.000","31.800","","22.000",""
"C0G620","2019-09-25 21:00:00","110.000","333.000","1.000","22.900","0.830","1004.700","","0.000","-99.000","-99.000","-99.000","32.400","","20.300",""
"C0AD50","2019-09-25 21:00:00","84.000","85.000","5.000","24.000","0.700","1009.300","","0.000","-99.000","-99.000","-99.000","27.700","","22.700",""
"C0A9A0","2019-09-25 21:00:00","24.000","60.000","2.400","24.600","0.630","1016.500","","0.000","-99.000","-99.000","-99.000","27.300","","23.200",""
"C0O830","2019-09-25 21:00:00","127.000","123.000","0.500","23.500","0.970","1002.700","","0.000","-99.000","-99.000","-99.000","33.500","","21.300",""
"C0S760","2019-09-25 21:00:00","1621.000","13.000","1.000","14.400","1.000","845.000","","0.000","-99.000","-99.000","-99.000","16.600","","12.700",""
"C0X160","2019-09-25 21:00:00","26.000","18.000","1.600","26.500","0.700","1014.000","","0.000","-99.000","-99.000","-99.000","31.000","","24.000",""
"C0C490","2019-09-25 21:00:00","157.000","55.000","1.500","23.800","0.660","1000.300","","0.000","-99.000","-99.000","-99.000","29.800","","22.500",""
"C0F970","2019-09-25 21:00:00","145.000","22.000","1.400","24.500","0.730","999.100","","0.000","-99.000","-99.000","-99.000","30.600","","22.200",""
"C0M690","2019-09-25 21:00:00","33.000","338.000","1.500","24.100","0.790","1012.300","","0.000","-99.000","-99.000","-99.000","31.100","","21.600",""
"C0V690","2019-09-25 21:00:00","30.000","304.000","1.200","28.300","0.640","1013.800","","0.000","-99.000","-99.000","-99.000","29.900","","26.100",""
"C0Z210","2019-09-25 21:00:00","126.000","39.000","0.500","23.300","0.790","1006.500","","0.000","-99.000","-99.000","-99.000","26.400","","20.900",""
"C0U770","2019-09-25 21:00:00","5.000","300.000","1.900","23.600","0.740","1019.400","","0.000","-99.000","-99.000","-99.000","27.100","","22.600",""
"C0Z080","2019-09-25 21:00:00","298.000","354.000","0.900","21.200","0.920","985.900","","0.000","-99.000","-99.000","-99.000","26.100","","19.900",""
"C0G640","2019-09-25 21:00:00","17.000","14.000","2.600","24.800","0.670","1016.500","","0.000","-99.000","-99.000","-99.000","29.000","","22.100",""
"C0X200","2019-09-25 21:00:00","61.000","0.000","0.200","24.000","0.910","1009.600","","0.000","-99.000","-99.000","-99.000","31.200","","21.600",""
"C0U900","2019-09-25 21:00:00","63.000","76.000","0.700","22.800","0.790","1014.100","","0.000","-99.000","-99.000","-99.000","25.600","","21.500",""
"C0Z230","2019-09-25 21:00:00","31.000","327.000","0.900","24.700","0.690","1017.100","","0.000","-99.000","-99.000","-99.000","26.200","","23.100",""
"C0F9O0","2019-09-25 21:00:00","175.000","6.000","0.700","24.500","0.780","996.700","","0.000","-99.000","-99.000","-99.000","30.900","","22.400",""
"C0C540","2019-09-25 21:00:00","46.000","61.000","2.100","22.700","0.660","1013.500","","0.000","-99.000","-99.000","-99.000","29.200","","20.900",""
"C0G770","2019-09-25 21:00:00","15.000","23.000","1.700","25.700","0.670","1014.600","","0.000","-99.000","-99.000","-99.000","29.300","","23.200",""
"C0V670","2019-09-25 21:00:00","20.000","23.000","2.100","27.700","0.650","1014.100","","0.000","-99.000","-99.000","-99.000","30.200","","25.100",""
"C0A870","2019-09-25 21:00:00","685.000","89.000","6.800","21.200","0.920","940.500","","0.000","-99.000","-99.000","-99.000","25.000","","20.200",""
"C0R220","2019-09-25 21:00:00","23.000","132.000","1.300","26.300","0.810","1014.200","","0.000","-99.000","-99.000","-99.000","31.300","","23.200",""
"C0Z220","2019-09-25 21:00:00","589.000","166.000","0.300","19.900","0.920","954.800","","0.000","-99.000","-99.000","-99.000","24.800","","18.500",""
"C0D560","2019-09-25 21:00:00","147.000","49.000","1.100","23.300","0.680","1001.500","","0.000","-99.000","-99.000","-99.000","30.400","","22.400",""
"C0I380","2019-09-25 21:00:00","258.000","0.000","0.000","23.400","0.980","986.500","","0.000","-99.000","-99.000","-99.000","32.000","","20.600",""
"C0Z020","2019-09-25 21:00:00","211.000","34.000","2.700","21.800","0.990","994.600","","0.000","-99.000","-99.000","-99.000","26.600","","20.500",""
"C0Z190","2019-09-25 21:00:00","62.000","287.000","0.500","23.600","0.970","1012.200","","0.000","-99.000","-99.000","-99.000","26.700","","22.800",""
"C0C710","2019-09-25 21:00:00","143.000","186.000","0.900","22.600","0.680","1002.000","","0.000","-99.000","-99.000","-99.000","28.600","","21.900",""
"C0D360","2019-09-25 21:00:00","523.000","0.000","0.000","19.400","0.960","957.700","","0.000","-99.000","-99.000","-99.000","26.800","","18.200",""
"C0C680","2019-09-25 21:00:00","228.000","113.000","3.500","22.500","0.700","990.900","","0.000","9.700","118.000","","25.800","","21.000",""
"C0X140","2019-09-25 21:00:00","17.000","343.000","0.500","25.900","0.740","1014.300","","0.000","-99.000","-99.000","-99.000","32.200","","23.200",""
"C0V710","2019-09-25 21:00:00","34.000","311.000","0.400","28.800","0.580","1012.500","","0.000","-99.000","-99.000","-99.000","30.700","","25.100",""
"C0G840","2019-09-25 21:00:00","32.000","360.000","0.600","23.600","0.780","1011.000","","0.000","-99.000","-99.000","-99.000","30.800","","21.000",""
"C0S890","2019-09-25 21:00:00","238.000","10.000","1.300","22.800","0.840","995.000","","0.000","-99.000","-99.000","-99.000","26.900","","20.700",""
"C0T820","2019-09-25 21:00:00","550.000","0.000","0.000","20.900","0.830","961.400","","0.000","-99.000","-99.000","-99.000","26.200","","19.200",""
"C0F9I0","2019-09-25 21:00:00","194.000","14.000","2.200","22.700","0.760","994.500","","0.000","-99.000","-99.000","-99.000","29.000","","21.200",""
"C0C650","2019-09-25 21:00:00","208.000","41.000","2.600","21.300","0.690","994.300","","0.000","-99.000","-99.000","-99.000","25.800","","20.500",""
"C0R600","2019-09-25 21:00:00","766.000","0.000","0.200","22.000","0.890","931.700","","0.000","-99.000","-99.000","-99.000","25.100","","20.800",""
"C0Z320","2019-09-25 21:00:00","646.000","301.000","0.400","18.600","1.000","947.300","","0.000","-99.000","-99.000","-99.000","25.000","","17.700",""
"C0V210","2019-09-25 21:00:00","734.000","0.000","0.100","21.700","0.880","936.700","","0.000","-99.000","-99.000","-99.000","29.100","","16.500",""
"C0K240","2019-09-25 21:00:00","1132.000","129.000","1.900","19.400","0.980","896.300","","0.000","-99.000","-99.000","-99.000","26.700","","17.200",""
"C0U760","2019-09-25 21:00:00","22.000","0.000","0.000","22.500","0.850","1018.700","","0.000","-99.000","-99.000","-99.000","27.300","","21.900",""
"C0X290","2019-09-25 21:00:00","10.000","23.000","4.700","25.600","0.750","1015.700","","0.000","-99.000","-99.000","-99.000","28.800","","23.400",""
"C0R420","2019-09-25 21:00:00","504.000","102.000","2.500","20.000","-99.000","956.900","","1.000","-99.000","-99.000","-99.000","22.700","","19.000",""
"C0E830","2019-09-25 21:00:00","37.000","27.000","1.900","24.400","0.670","1012.700","","0.000","-99.000","-99.000","-99.000","28.100","","22.300",""
"C0K330","2019-09-25 21:00:00","38.000","347.000","1.500","23.900","0.750","1012.100","","0.000","-99.000","-99.000","-99.000","30.800","","21.700",""
"C0M660","2019-09-25 21:00:00","40.000","355.000","1.700","24.000","0.770","1012.800","","0.000","-99.000","-99.000","-99.000","31.100","","21.500",""
"C0D580","2019-09-25 21:00:00","120.000","0.000","0.000","19.800","0.760","1003.800","","0.000","-99.000","-99.000","-99.000","28.100","","18.800",""
"C0R640","2019-09-25 21:00:00","21.000","216.000","1.500","28.100","0.700","1015.100","","0.000","-99.000","-99.000","-99.000","29.200","","24.600",""
"C0E810","2019-09-25 21:00:00","53.000","18.000","2.300","22.000","0.790","1011.500","","0.000","-99.000","-99.000","-99.000","29.100","","20.200",""
"C0G830","2019-09-25 21:00:00","27.000","1.000","2.900","23.600","0.940","1012.200","","0.000","-99.000","-99.000","-99.000","29.300","","21.000",""
"C0A550","2019-09-25 21:00:00","422.000","0.000","0.000","18.400","1.000","972.400","","0.000","-99.000","-99.000","-99.000","22.900","","18.000",""
"C0G750","2019-09-25 21:00:00","31.000","341.000","2.100","24.200","0.740","1014.200","","0.000","-99.000","-99.000","-99.000","29.800","","21.400",""
"C0Z270","2019-09-25 21:00:00","343.000","327.000","1.300","21.700","0.840","981.300","","0.000","-99.000","-99.000","-99.000","24.100","","21.200",""
"C0UA30","2019-09-25 21:00:00","1397.000","260.000","0.600","14.300","1.000","867.100","","1.000","-99.000","-99.000","-99.000","15.700","","13.300",""
"C0I080","2019-09-25 21:00:00","536.000","0.000","0.000","21.800","0.870","959.700","","0.000","-99.000","-99.000","-99.000","30.400","","19.100",""
"C0UA00","2019-09-25 21:00:00","392.000","0.000","0.000","20.100","0.990","976.500","","0.000","-99.000","-99.000","-99.000","23.800","","18.700",""
"C0AD40","2019-09-25 21:00:00","32.000","69.000","2.200","24.200","0.640","1015.000","","0.000","-99.000","-99.000","-99.000","27.800","","22.300",""
"C0S660","2019-09-25 21:00:00","794.000","0.000","0.000","18.600","0.960","932.300","","0.500","-99.000","-99.000","-99.000","24.200","","17.100",""
"C0M640","2019-09-25 21:00:00","155.000","0.000","0.200","24.100","0.820","999.000","","0.000","-99.000","-99.000","-99.000","30.000","","22.100",""
"C0R660","2019-09-25 21:00:00","20.000","191.000","1.900","26.400","-99.000","1015.200","","0.000","-99.000","-99.000","-99.000","28.600","","23.000",""
"C0UA10","2019-09-25 21:00:00","1711.000","0.000","0.100","13.400","1.000","838.200","","0.000","-99.000","-99.000","-99.000","14.600","","10.900",""
"C0V770","2019-09-25 21:00:00","26.000","12.000","0.900","27.300","0.670","1013.600","","0.000","-99.000","-99.000","-99.000","31.000","","24.000",""
"C0E730","2019-09-25 21:00:00","26.000","34.000","0.900","24.300","0.630","1013.500","","0.000","-99.000","-99.000","-99.000","30.600","","23.000",""
"C0V810","2019-09-25 21:00:00","32.000","0.000","0.000","27.800","0.640","1011.500","","0.000","-99.000","-99.000","-99.000","29.600","","25.600",""
"C0A9C0","2019-09-25 21:00:00","35.000","140.000","1.400","24.300","0.670","1015.500","","0.000","-99.000","-99.000","-99.000","27.200","","23.900",""
"C0X310","2019-09-25 21:00:00","9.000","14.000","5.200","25.600","0.740","1016.500","","0.000","-99.000","-99.000","-99.000","27.500","","23.500",""
"C0K280","2019-09-25 21:00:00","23.000","15.000","2.900","25.300","0.750","1016.400","","0.000","-99.000","-99.000","-99.000","31.800","","22.000",""
"C0M650","2019-09-25 21:00:00","20.000","2.000","1.900","24.700","0.740","1015.000","","0.000","-99.000","-99.000","-99.000","31.200","","22.000",""
"C0S910","2019-09-25 21:00:00","212.000","48.000","2.800","24.500","0.780","995.200","","0.000","13.400","27.000","","26.400","","24.200",""
"C0D570","2019-09-25 21:00:00","15.000","0.000","0.200","23.000","0.730","1016.300","","0.000","-99.000","-99.000","-99.000","31.700","","22.400",""
"C0M710","2019-09-25 21:00:00","15.000","9.000","3.700","25.200","0.750","1015.300","","0.000","-99.000","-99.000","-99.000","29.500","","22.600",""
"C0V490","2019-09-25 21:00:00","20.000","284.000","0.300","28.300","0.590","1014.400","","0.000","-99.000","-99.000","-99.000","30.800","","26.000",""
"C0E870","2019-09-25 21:00:00","34.000","26.000","1.500","24.000","0.640","1015.300","","0.000","-99.000","-99.000","-99.000","29.200","","21.100",""
"C0M800","2019-09-25 21:00:00","440.000","46.000","0.300","21.900","0.900","968.000","","0.000","-99.000","-99.000","-99.000","29.200","","19.300",""
"C0A570","2019-09-25 21:00:00","360.000","70.000","0.900","20.000","0.870","979.200","","0.000","-99.000","-99.000","-99.000","24.000","","17.700",""
"C0S790","2019-09-25 21:00:00","236.000","349.000","0.900","22.400","0.830","993.400","","0.000","-99.000","-99.000","-99.000","28.300","","21.000",""
"C0D590","2019-09-25 21:00:00","143.000","50.000","3.100","22.400","0.710","1002.500","","0.000","-99.000","-99.000","-99.000","28.500","","21.800",""
"C0U990","2019-09-25 21:00:00","31.000","252.000","1.300","23.100","0.780","1017.400","","0.000","-99.000","-99.000","-99.000","26.200","","21.800",""
"C0M700","2019-09-25 21:00:00","150.000","95.000","1.200","22.900","0.940","1000.400","","0.000","-99.000","-99.000","-99.000","31.400","","21.300",""
"C0A970","2019-09-25 21:00:00","96.000","38.000","3.100","23.700","0.780","1009.500","","0.000","-99.000","-99.000","-99.000","26.000","","22.900",""
"CM0110","2019-09-25 21:00:00","7.000","48.000","3.600","25.000","0.630","1016.300","","0.000","-99.000","-99.000","-99.000","28.200","","22.500",""
"C0S940","2019-09-25 21:00:00","150.000","18.000","1.200","23.400","0.810","1001.700","","0.000","-99.000","-99.000","-99.000","25.600","","23.000",""
"C0X250","2019-09-25 21:00:00","33.000","348.000","0.400","25.000","0.730","1013.100","","0.000","-99.000","-99.000","-99.000","31.900","","22.300",""
"C0K520","2019-09-25 21:00:00","10.000","3.000","1.900","24.900","0.750","1014.800","","0.000","-99.000","-99.000","-99.000","29.700","","22.000",""
"C0Z200","2019-09-25 21:00:00","153.000","281.000","0.900","22.900","0.990","1003.200","","0.000","-99.000","-99.000","-99.000","26.200","","20.900",""
"C0V740","2019-09-25 21:00:00","60.000","239.000","0.600","25.900","0.780","1010.700","","0.000","-99.000","-99.000","-99.000","31.500","","22.400",""
"C0V790","2019-09-25 21:00:00","410.000","18.000","1.000","23.700","0.800","970.100","","0.000","-99.000","-99.000","-99.000","30.500","","19.900",""
"C0G860","2019-09-25 21:00:00","45.000","320.000","1.000","25.300","0.700","1010.100","","0.000","-99.000","-99.000","-99.000","31.500","","22.500",""
"C0F0A0","2019-09-25 21:00:00","3587.000","224.000","2.600","3.900","0.510","668.500","","0.000","-99.000","-99.000","-99.000","11.500","","2.300",""
"C0Z250","2019-09-25 21:00:00","1124.000","0.000","0.000","16.200","0.990","896.300","","0.000","-99.000","-99.000","-99.000","19.400","","15.200",""
"C0K440","2019-09-25 21:00:00","35.000","343.000","3.400","23.600","0.770","1013.000","","0.000","-99.000","-99.000","-99.000","29.000","","21.000",""
"C0T900","2019-09-25 21:00:00","160.000","0.000","0.200","22.500","0.800","1000.100","","0.000","-99.000","-99.000","-99.000","25.900","","21.300",""
"C0F9V0","2019-09-25 21:00:00","525.000","63.000","0.800","22.400","0.860","959.900","","0.000","-99.000","-99.000","-99.000","30.100","","20.300",""
"C0UA20","2019-09-25 21:00:00","2619.000","214.000","2.100","9.500","1.000","-99.000","","0.000","-99.000","-99.000","-99.000","17.800","","7.300",""
"C0M850","2019-09-25 21:00:00","695.000","0.000","0.000","20.500","0.980","938.700","","0.000","-99.000","-99.000","-99.000","28.000","","19.100",""
"C0G790","2019-09-25 21:00:00","27.000","359.000","0.300","24.600","0.750","1015.600","","0.000","-99.000","-99.000","-99.000","31.500","","21.500",""
"C0C620","2019-09-25 21:00:00","19.000","51.000","1.400","23.100","0.700","1015.400","","0.000","-99.000","-99.000","-99.000","29.100","","22.100",""
"C0I360","2019-09-25 21:00:00","300.000","30.000","1.900","24.000","0.790","981.800","","0.000","-99.000","-99.000","-99.000","30.300","","21.500",""
"C0M810","2019-09-25 21:00:00","1354.000","186.000","0.500","17.500","0.930","870.700","","0.000","-99.000","-99.000","-99.000","23.100","","15.200",""
"C0AC80","2019-09-25 21:00:00","40.000","104.000","1.800","23.700","0.690","1014.400","","0.000","-99.000","-99.000","-99.000","26.900","","20.600",""
"CM0140","2019-09-25 21:00:00","26.000","44.000","1.600","25.600","0.660","1016.400","","0.000","-99.000","-99.000","-99.000","27.200","","25.000",""
"C0SA20","2019-09-25 21:00:00","857.000","354.000","2.000","18.100","1.000","923.800","","0.000","-99.000","-99.000","-99.000","20.300","","17.100",""
"C0K490","2019-09-25 21:00:00","91.000","194.000","0.700","23.300","0.840","1006.100","","0.000","-99.000","-99.000","-99.000","31.500","","21.500",""
"C0V820","2019-09-25 21:00:00","441.000","0.000","0.100","21.200","0.990","969.400","","0.000","-99.000","-99.000","-99.000","30.300","","19.300",""
"C0S810","2019-09-25 21:00:00","65.000","350.000","1.600","22.600","0.880","1013.900","","0.000","-99.000","-99.000","-99.000","30.000","","21.600",""
"C0R580","2019-09-25 21:00:00","10.000","142.000","1.400","26.400","0.770","1015.200","","0.000","-99.000","-99.000","-99.000","31.000","","23.900",""
"C0Z330","2019-09-25 21:00:00","488.000","30.000","0.900","20.300","0.880","966.100","","0.000","-99.000","-99.000","-99.000","24.200","","19.100",""
"C0SA00","2019-09-25 21:00:00","466.000","42.000","0.300","20.800","0.960","966.100","","0.500","-99.000","-99.000","-99.000","24.600","","19.500",""
"C0S900","2019-09-25 21:00:00","27.000","13.000","4.900","26.300","0.680","1015.500","","0.000","14.500","35.000","","28.400","","25.900",""
"C0C480","2019-09-25 21:00:00","105.000","116.000","0.300","24.600","0.630","1006.400","","0.000","-99.000","-99.000","-99.000","30.200","","23.100",""
"C0V720","2019-09-25 21:00:00","15.000","243.000","1.200","28.600","0.650","1014.900","","0.000","-99.000","-99.000","-99.000","31.800","","25.100",""
"C0UA60","2019-09-25 21:00:00","566.000","46.000","0.800","19.800","0.830","955.900","","0.000","-99.000","-99.000","-99.000","24.500","","19.000",""
"C0A980","2019-09-25 21:00:00","11.000","70.000","3.200","24.500","0.640","1018.500","","0.000","-99.000","-99.000","-99.000","28.400","","22.800",""
"C0C670","2019-09-25 21:00:00","250.000","27.000","2.400","22.000","0.700","989.900","","0.000","8.200","355.000","","26.400","","21.200",""
"C0K550","2019-09-25 21:00:00","15.000","2.000","1.800","24.900","0.760","1015.400","","0.000","-99.000","-99.000","-99.000","31.000","","22.000",""
"C0R350","2019-09-25 21:00:00","35.000","58.000","4.100","26.100","0.750","1013.400","","0.000","-99.000","-99.000","-99.000","28.500","","24.400",""
"C0T9F0","2019-09-25 21:00:00","251.000","0.000","0.200","21.400","0.870","991.200","","0.000","-99.000","-99.000","-99.000","25.500","","20.600",""
"C0D390","2019-09-25 21:00:00","146.000","0.000","0.000","22.900","0.710","999.600","","0.000","-99.000","-99.000","-99.000","30.400","","21.900",""
"C0E430","2019-09-25 21:00:00","258.000","194.000","0.700","20.900","0.910","991.700","","0.000","-99.000","-99.000","-99.000","29.400","","19.300",""
"C0O990","2019-09-25 21:00:00","18.000","343.000","0.800","25.500","0.780","1014.400","","0.000","-99.000","-99.000","-99.000","32.400","","23.000",""
"CM0010","2019-09-25 21:00:00","68.000","48.000","0.300","23.900","0.630","1012.000","","0.000","-99.000","-99.000","-99.000","26.500","","22.200",""
"C0K500","2019-09-25 21:00:00","12.000","14.000","1.700","24.500","0.770","1014.400","","0.000","-99.000","-99.000","-99.000","30.700","","21.600",""
"C0X260","2019-09-25 21:00:00","39.000","353.000","1.500","24.000","0.810","1012.800","","0.000","-99.000","-99.000","-99.000","31.700","","21.600",""
"C0ACA0","2019-09-25 21:00:00","25.000","55.000","1.100","24.500","0.610","1015.000","","0.000","8.200","44.000","","27.500","","23.300",""
"C0X180","2019-09-25 21:00:00","62.000","331.000","0.300","24.700","0.850","1009.100","","0.000","-99.000","-99.000","-99.000","31.800","","22.300",""
"C0F930","2019-09-25 21:00:00","100.000","12.000","0.600","24.500","0.790","1005.200","","0.000","-99.000","-99.000","-99.000","31.200","","22.000",""
"C0I010","2019-09-25 21:00:00","1562.000","0.000","0.200","16.900","0.940","853.200","","0.000","-99.000","-99.000","-99.000","25.100","","14.500",""
"C0R190","2019-09-25 21:00:00","32.000","129.000","0.600","25.600","0.860","1012.300","","0.000","-99.000","-99.000","-99.000","32.200","","21.900",""
"C0E420","2019-09-25 21:00:00","19.000","37.000","1.600","23.700","0.660","1013.700","","0.000","-99.000","-99.000","-99.000","29.700","","22.900",""
"C0W160","2019-09-25 21:00:00","49.000","57.000","14.900","24.500","0.640","1009.600","","0.000","-99.000","-99.000","-99.000","25.400","","24.200",""
"C0I460","2019-09-25 21:00:00","110.000","36.000","2.200","25.000","0.720","1004.200","","0.000","-99.000","-99.000","-99.000","31.300","","22.200",""
"C0A9F0","2019-09-25 21:00:00","35.000","111.000","1.100","24.100","0.660","1016.000","","0.000","-99.000","-99.000","-99.000","27.900","","23.200",""
"C0F9A0","2019-09-25 21:00:00","425.000","269.000","0.700","22.500","0.840","968.500","","0.000","-99.000","-99.000","-99.000","30.500","","20.800",""
"C0O950","2019-09-25 21:00:00","4.000","352.000","1.400","25.500","0.740","1015.500","","0.000","-99.000","-99.000","-99.000","30.700","","22.800",""
"C0M760","2019-09-25 21:00:00","40.000","350.000","1.500","24.500","0.790","1012.400","","0.000","-99.000","-99.000","-99.000","31.700","","22.600",""
"C0AH70","2019-09-25 21:00:00","34.000","79.000","2.300","24.700","0.590","1015.800","","0.000","-99.000","-99.000","-99.000","28.000","","23.400",""
"C0V250","2019-09-25 21:00:00","298.000","125.000","0.700","21.700","0.960","983.000","","0.000","-99.000","-99.000","-99.000","31.000","","19.300",""
"C0U980","2019-09-25 21:00:00","573.000","80.000","1.200","19.000","0.870","956.500","","0.000","-99.000","-99.000","-99.000","23.600","","17.100",""
"C0S740","2019-09-25 21:00:00","289.000","36.000","1.700","21.700","0.860","987.300","","0.000","-99.000","-99.000","-99.000","26.900","","20.400",""
"C0A940","2019-09-25 21:00:00","49.000","65.000","0.900","23.900","0.720","1014.400","","0.000","-99.000","-99.000","-99.000","27.800","","23.300",""
"C0A920","2019-09-25 21:00:00","196.000","95.000","2.100","22.000","1.000","996.300","","0.000","-99.000","-99.000","-99.000","25.400","","21.400",""
"C0T870","2019-09-25 21:00:00","135.000","0.000","0.000","21.700","0.920","1004.300","","0.000","-99.000","-99.000","-99.000","25.400","","20.300",""
"C0O930","2019-09-25 21:00:00","69.000","0.000","0.000","22.500","0.950","1009.500","","0.000","-99.000","-99.000","-99.000","31.900","","20.300",""
"C0AI40","2019-09-25 21:00:00","37.000","64.000","2.300","24.800","0.610","1015.200","","0.000","9.900","70.000","","27.900","","24.000",""
"C0C460","2019-09-25 21:00:00","482.000","0.000","0.200","19.000","0.880","964.400","","0.000","-99.000","-99.000","-99.000","27.300","","18.400",""
"C0E520","2019-09-25 21:00:00","320.000","52.000","0.500","21.100","0.870","981.400","","0.000","-99.000","-99.000","-99.000","30.800","","18.800",""
"C0T9D0","2019-09-25 21:00:00","7.000","233.000","0.300","22.800","0.990","1019.500","","0.000","-99.000","-99.000","-99.000","28.200","","22.100",""
"C0I390","2019-09-25 21:00:00","1184.000","106.000","0.300","19.900","0.910","890.700","","0.000","-99.000","-99.000","-99.000","25.900","","16.300",""
"C0B020","2019-09-25 21:00:00","86.000","302.000","1.600","24.700","0.930","1008.000","","0.000","-99.000","-99.000","-99.000","26.200","","23.900",""
"CM0170","2019-09-25 21:00:00","106.000","236.000","1.000","22.800","0.880","1005.500","","0.000","-99.000","-99.000","-99.000","30.400","","21.100",""
"C0F860","2019-09-25 21:00:00","2215.000","169.000","0.400","12.600","1.000","786.200","","0.000","-99.000","-99.000","-99.000","20.100","","9.800",""
